0,0,0,-1.5708,5
0.00071206,-0.00042991,-0.0019142,-1.5727,4.7973
0.0015754,-0.00057441,-0.0040027,-1.5748,4.5952
0.00078488,-0.0018559,-0.0036402,-1.5744,4.3988
0.00021573,-0.0029125,-0.0034261,-1.5742,4.2002
-0.00039929,-0.0042637,-0.0032657,-1.5741,4.001
-0.0010153,-0.0057682,-0.0030977,-1.5739,3.8019
-0.0016082,-0.0073968,-0.0029332,-1.5737,3.6027
-0.002172,-0.0091519,-0.0027706,-1.5736,3.4036
-0.0027059,-0.011051,-0.0026069,-1.5734,3.2045
-0.0032079,-0.013114,-0.0024399,-1.5732,3.0053
-0.0036769,-0.015376,-0.0022734,-1.5731,2.8062
-0.0041119,-0.017873,-0.002102,-1.5729,2.607
-0.004513,-0.020678,-0.0019381,-1.5727,2.4079
-0.0048811,-0.023868,-0.0017722,-1.5726,2.2087
-0.0052163,-0.027553,-0.0016014,-1.5724,2.0096
-0.0055178,-0.031895,-0.0014272,-1.5722,1.8105
-0.0057844,-0.037143,-0.0012602,-1.5721,1.6113
-0.0060174,-0.043679,-0.0010942,-1.5719,1.4122
-0.0062174,-0.052135,-0.00092584,-1.5717,1.2131
-0.0063839,-0.063635,-0.00075443,-1.5716,1.0139
-0.0065161,-0.080385,-0.0005802,-1.5714,0.81479
-0.0069893,-0.077849,0.034955,-1.5358,0.61701
-0.0078133,0.013741,0.19568,-1.3751,0.42477
0.014274,0.953,0.40114,-1.1697,0.23228
0.073129,2.1326,0.62418,-0.94661,0.08623
-0.12342,-0.96636,-0.71616,0.85464,4.8309
-0.26595,-0.99772,-0.48244,1.0884,4.7037
-0.37388,-0.9369,-0.24732,1.3235,4.5493
-0.44105,-0.80583,-0.013659,1.5571,4.3734
-0.45929,-0.74962,0.084877,1.6557,4.1879
-0.44989,-0.79755,0.050121,1.6209,3.9962
-0.43992,-0.81197,0.050049,1.6208,3.7974
-0.42995,-0.82738,0.050049,1.6208,3.5988
-0.41999,-0.84395,0.050047,1.6208,3.4001
-0.41002,-0.86182,0.050048,1.6208,3.2015
-0.40005,-0.88111,0.050054,1.6209,3.003
-0.39009,-0.90201,0.050061,1.6209,2.8046
-0.38012,-0.9247,0.050065,1.6209,2.6063
-0.37015,-0.94939,0.050064,1.6209,2.4082
-0.36018,-0.97633,0.050064,1.6209,2.2102
-0.35021,-1.0058,0.050072,1.6209,2.0125
-0.34024,-1.0381,0.050082,1.6209,1.815
-0.33027,-1.0735,0.050094,1.6209,1.618
-0.3203,-1.1126,0.050095,1.6209,1.4216
-0.31032,-1.1556,0.0501,1.6209,1.2261
-0.30035,-1.2031,0.050114,1.6209,1.0319
-0.29037,-1.2556,0.050127,1.6209,0.84012
-0.2806,-1.3322,0.031737,1.6025,0.65237
-0.28182,-1.5317,-0.094471,1.4763,0.47213
-0.29861,-1.7745,-0.25827,1.3125,0.34026
0.048602,1.226,1.1221,2.6929,4.6595
0.24896,1.4155,0.9176,2.4884,4.587
0.42909,1.4723,0.70655,2.2774,4.4839
0.58078,1.4245,0.49232,2.0631,4.3509
0.69689,1.312,0.27647,1.8473,4.1906
0.77187,1.1595,0.059832,1.6306,4.007
0.80202,0.98085,-0.1556,1.4152,3.806
0.78565,0.78853,-0.36229,1.2085,3.5951
0.72311,0.66135,-0.47983,1.091,3.3909
0.63547,0.70814,-0.40321,1.1676,3.2076
0.55352,0.8274,-0.25066,1.3201,3.023
0.49783,0.93498,-0.12586,1.4449,2.8285
0.46907,1.0215,-0.044772,1.526,2.6323
0.45943,1.0409,-0.049939,1.5209,2.4353
0.44949,1.067,-0.049976,1.5208,2.2383
0.43954,1.095,-0.049982,1.5208,2.0416
0.4296,1.125,-0.049989,1.5208,1.8456
0.41965,1.1574,-0.049982,1.5208,1.6502
0.40971,1.1922,-0.049976,1.5208,1.4559
0.39976,1.2296,-0.049975,1.5208,1.2631
0.38982,1.2699,-0.049978,1.5208,1.0726
0.37987,1.3132,-0.049982,1.5208,0.88594
0.36992,1.3568,-0.052774,1.518,0.70609
0.35389,1.3118,-0.14738,1.4234,0.53171
0.32078,1.2112,-0.30237,1.2684,0.36972
0.025417,1.1097,1.085,-0.48581,10.268
0.22266,1.099,0.88371,-0.68709,10.183
0.39873,1.0517,0.67423,-0.89657,10.065
0.54544,0.96428,0.46076,-1.11,9.9162
0.6558,0.83899,0.24535,-1.3255,9.7398
0.7245,0.67969,0.028922,-1.5419,9.5427
0.74666,0.52709,-0.14904,-1.7198,9.3366
0.72008,0.4931,-0.17577,-1.7466,9.1385
0.68697,0.51396,-0.14257,-1.7134,8.9415
0.66045,0.56899,-0.07921,-1.65,8.7453
0.64601,0.59849,-0.050061,-1.6209,8.5479
0.63606,0.60249,-0.049956,-1.6208,8.3489
0.62613,0.60657,-0.049959,-1.6208,8.1498
0.61619,0.61082,-0.049956,-1.6208,7.9508
0.60626,0.61526,-0.049958,-1.6208,7.7517
0.59633,0.6199,-0.049956,-1.6208,7.5527
0.58639,0.62477,-0.049954,-1.6207,7.3537
0.57646,0.62985,-0.049955,-1.6208,7.1546
0.56653,0.63519,-0.049958,-1.6208,6.9556
0.5566,0.64079,-0.049957,-1.6208,6.7566
0.54666,0.64667,-0.049955,-1.6208,6.5576
0.53673,0.65287,-0.049956,-1.6208,6.3586
0.5268,0.65939,-0.049957,-1.6208,6.1596
0.51687,0.66627,-0.049954,-1.6208,5.9606
0.50693,0.67354,-0.049954,-1.6208,5.7617
0.497,0.68122,-0.049956,-1.6208,5.5627
0.48707,0.68936,-0.049959,-1.6208,5.3637
0.47714,0.69801,-0.049957,-1.6208,5.1648
0.46721,0.70719,-0.049953,-1.6207,4.9659
0.45728,0.71697,-0.049954,-1.6208,4.767
0.44735,0.72739,-0.049955,-1.6208,4.5681
0.43741,0.73853,-0.049956,-1.6208,4.3692
0.42748,0.75046,-0.049954,-1.6208,4.1703
0.41755,0.76326,-0.049951,-1.6207,3.9715
0.40762,0.77703,-0.049945,-1.6207,3.7727
0.3977,0.79187,-0.04994,-1.6207,3.574
0.38777,0.80791,-0.049938,-1.6207,3.3752
0.37784,0.82529,-0.049936,-1.6207,3.1766
0.36791,0.84416,-0.049933,-1.6207,2.978
0.35799,0.86473,-0.049929,-1.6207,2.7794
0.34806,0.8872,-0.049923,-1.6207,2.581
0.33814,0.91183,-0.049912,-1.6207,2.3827
0.32821,0.93891,-0.049902,-1.6207,2.1845
0.31829,0.96877,-0.0499,-1.6207,1.9865
0.30838,1.0018,-0.049894,-1.6207,1.7887
0.29846,1.0385,-0.049877,-1.6207,1.5913
0.28854,1.0793,-0.049865,-1.6207,1.3944
0.27863,1.1248,-0.049863,-1.6207,1.1982
0.26871,1.1757,-0.049864,-1.6207,1.0031
0.2588,1.2326,-0.04987,-1.6207,0.81004
0.24866,1.3293,-0.016131,-1.5869,0.62188
0.23864,1.5549,0.14114,-1.4297,0.44688
0.25035,1.8428,0.34542,-1.2254,0.31076
-0.0050454,-1.0135,-1.0027,-2.5735,4.7012
-0.17936,-1.1432,-0.77241,-2.3432,4.6167
-0.32915,-1.1715,-0.53875,-2.1095,4.5004
-0.44604,-1.1036,-0.30366,-1.8745,4.3553
-0.52344,-0.96802,-0.067998,-1.6388,4.1865
-0.55395,-0.8616,0.088044,-1.4828,4.0029
-0.54712,-0.91624,0.050463,-1.5203,3.8155
-0.53709,-0.93318,0.050046,-1.5208,3.6174
-0.52713,-0.95081,0.050039,-1.5208,3.4192
-0.51717,-0.96954,0.05004,-1.5208,3.2212
-0.50721,-0.98947,0.050044,-1.5208,3.0234
-0.49725,-1.0107,0.050044,-1.5208,2.8257
-0.48728,-1.0334,0.050044,-1.5208,2.6283
-0.47732,-1.0576,0.050036,-1.5208,2.4312
-0.46736,-1.0834,0.050036,-1.5208,2.2344
-0.4574,-1.1111,0.050042,-1.5208,2.038
-0.44744,-1.1407,0.050043,-1.5208,1.8423
-0.43748,-1.1725,0.050041,-1.5208,1.6474
-0.42751,-1.2065,0.050042,-1.5208,1.4536
-0.41755,-1.243,0.050039,-1.5208,1.2616
-0.40759,-1.2821,0.050045,-1.5208,1.0721
-0.39763,-1.324,0.050051,-1.5207,0.88679
-0.38766,-1.3664,0.05244,-1.5184,0.70914
-0.37821,-1.3173,0.14847,-1.4223,0.54964
-0.36164,-1.1825,0.33118,-1.2396,0.41654
-0.31478,-1.0199,0.54531,-1.0255,0.31527
-0.15856,-1.0931,-0.79872,0.77208,5.2327
-0.31154,-1.1142,-0.5666,1.0042,5.1186
-0.43269,-1.0498,-0.33214,1.2387,4.9752
